<?xml version="1.0" encoding="UTF-8"?>
<level>
	<room backgroundId="02210" size="1" saveOnEntrance="1" playerPosX="100" playerPosY="300">
		<layer id="base">
			<data>257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,266,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,269,269,269,257,257,257,257,257,257,258,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,
257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,269,269,269,269,270,266,266,266,268,257,257,257,257,257,258,266,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,116,117,102,103,0,0,116,118,118,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,
257,257,257,257,257,257,257,257,257,257,257,257,269,269,269,269,269,269,269,266,266,266,266,267,0,0,265,266,266,268,269,257,257,257,258,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,
257,257,257,257,257,257,257,257,257,269,269,269,270,266,266,266,266,266,267,0,0,0,251,0,0,0,0,0,0,265,268,256,257,257,258,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,102,103,116,117,118,0,0,0,0,7,9,0,0,0,24,13,4,5,5,5,5,5,6,15,36,0,0,34,34,0,0,0,0,0,0,0,0,0,0,
257,257,257,257,257,257,269,269,270,266,266,266,267,0,251,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,265,268,269,257,258,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,231,0,0,1,2,2,2,2,2,3,0,0,0,0,0,0,0,0,24,13,28,29,29,29,29,29,30,15,36,0,0,34,34,0,0,0,0,0,0,0,0,0,0,
269,269,269,269,269,270,266,266,266,267,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,268,257,258,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,4,5,5,5,6,15,36,0,0,0,0,0,0,0,0,25,26,26,26,26,26,26,26,27,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,
266,266,266,266,266,266,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,265,268,258,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,28,29,29,29,30,15,36,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,
0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,268,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,231,0,0,25,26,26,26,26,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,266,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
