<?xml version="1.0" encoding="UTF-8"?>
<level>
	<room backgroundId="20001" size="2" saveOnEntrance="0" playerPosX="0" playerPosY="4080">
		<layer id="base">
			<data>
        268,269,269,269,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,
        266,266,266,266,266,268,269,269,269,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,
        0,263,0,0,265,266,266,266,266,268,269,269,269,269,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,
        0,0,0,0,263,0,0,251,0,265,266,266,266,266,268,269,269,269,269,269,269,269,269,257,257,257,257,257,257,257,257,257,
        0,0,0,0,0,0,0,263,0,0,0,0,0,265,266,266,266,266,266,266,266,266,266,268,269,269,269,269,257,257,257,257,
        0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,263,265,266,266,266,266,266,266,268,269,269,
        0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,265,266,266,266,
        0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,263,
        252,0,250,114,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,
        264,0,262,0,91,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
        223,223,242,242,223,224,0,262,0,0,0,86,0,0,0,0,0,0,0,0,0,0,34,34,34,34,0,0,0,0,0,0,
        245,245,245,245,245,246,242,242,224,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
        257,257,257,257,257,257,245,246,255,0,0,124,0,0,252,0,250,0,0,220,0,250,0,0,0,0,0,0,0,0,0,0,
        257,257,257,257,257,257,257,257,246,223,223,224,0,0,264,0,262,0,0,232,0,262,0,0,0,67,58,58,58,58,68,0,
        257,257,257,257,257,257,257,257,257,245,245,246,223,223,223,223,223,242,242,242,242,223,243,0,0,57,0,0,0,0,57,0,
        257,257,257,257,257,257,257,257,257,257,257,257,245,245,245,245,245,245,245,245,245,246,255,0,0,57,0,34,34,0,57,0,
        257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,269,269,269,270,255,0,0,57,0,34,34,0,57,0,
        257,257,257,257,257,257,257,257,257,257,257,269,269,269,269,269,269,270,266,266,266,266,267,0,0,57,0,34,34,0,57,0,
        269,269,269,269,269,269,269,269,269,269,270,266,266,266,266,266,266,267,263,251,0,263,0,0,0,57,0,34,34,0,57,0,
        266,266,266,266,266,266,266,266,266,266,267,0,0,0,251,0,0,0,0,263,0,0,0,0,0,57,0,34,34,0,57,0,
        263,0,0,251,0,263,0,0,251,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,57,0,34,34,0,57,0,
        0,0,0,263,0,0,0,0,263,0,34,34,34,34,34,34,34,34,34,0,0,0,0,0,0,57,0,34,34,0,57,0,
        0,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,0,0,0,0,0,67,70,0,34,34,0,57,0,
        0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,70,0,0,34,34,0,57,0,
        0,0,0,0,0,67,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,70,0,0,0,0,0,0,57,0,
